"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"570","Spiraea sublobata","9","156.56","19.38","6.46","Spiraea sublobata","9","105.22","13.13","4.38","Spiraea sublobata","9","41.11","6.49","2.16","Spiraea sublobata","9","5268","708.74","236.25","Spiraea sublobata","9","269","23.67","7.89","Spiraea sublobata","9","15.67","19.35","6.45","Spiraea sublobata","9","253.33","9.21","3.07","Spiraea sublobata","9","216.44","22.07","7.36","Spiraea sublobata","9","82.89","19.33","6.44","Spiraea sublobata","9","217.89","23.22","7.74","Spiraea sublobata","9","82.89","19.33","6.44","Spiraea sublobata","9","965.67","184.25","61.42","Spiraea sublobata","9","215","58.81","19.6","Spiraea sublobata","9","6.78","2.54","0.85","Spiraea sublobata","9","90.78","5.76","1.92","Spiraea sublobata","9","568.44","132.81","44.27","Spiraea sublobata","9","25","9.15","3.05","Spiraea sublobata","9","560","118.77","39.59","Spiraea sublobata","9","25","9.15","3.05"
"571","Rosa lichiangensis","4","145.25","16.72","8.36","Rosa lichiangensis","4","111.75","4.99","2.5","Rosa lichiangensis","4","47.75","1.26","0.63","Rosa lichiangensis","4","4365.5","113.14","56.57","Rosa lichiangensis","4","241.5","13.96","6.98","Rosa lichiangensis","4","10.5","19.28","9.64","Rosa lichiangensis","4","231","5.35","2.67","Rosa lichiangensis","4","195.25","14.45","7.22","Rosa lichiangensis","4","84.75","16.58","8.29","Rosa lichiangensis","4","195.25","14.45","7.22","Rosa lichiangensis","4","84.75","16.58","8.29","Rosa lichiangensis","4","992.75","24.14","12.07","Rosa lichiangensis","4","223.75","14.86","7.43","Rosa lichiangensis","4","8","5.83","2.92","Rosa lichiangensis","4","93.5","10.47","5.24","Rosa lichiangensis","4","596.25","29.17","14.59","Rosa lichiangensis","4","32","19.41","9.7","Rosa lichiangensis","4","596.25","29.17","14.59","Rosa lichiangensis","4","32","19.41","9.7"
"572","Pyrus pseudopashia","7","144.43","22.37","8.46","Pyrus pseudopashia","7","99.14","14.79","5.59","Pyrus pseudopashia","7","41.43","7.76","2.93","Pyrus pseudopashia","7","5085.71","798.15","301.67","Pyrus pseudopashia","7","246.29","33.42","12.63","Pyrus pseudopashia","7","8.57","24.62","9.31","Pyrus pseudopashia","7","237.71","10.24","3.87","Pyrus pseudopashia","7","201.29","28.24","10.67","Pyrus pseudopashia","7","74.43","13.54","5.12","Pyrus pseudopashia","7","203","30.14","11.39","Pyrus pseudopashia","7","73.14","13.46","5.09","Pyrus pseudopashia","7","1194","132.31","50.01","Pyrus pseudopashia","7","239.14","14.16","5.35","Pyrus pseudopashia","7","13.29","7.54","2.85","Pyrus pseudopashia","7","81.29","8.98","3.39","Pyrus pseudopashia","7","655.71","32.87","12.42","Pyrus pseudopashia","7","54.57","21.74","8.22","Pyrus pseudopashia","7","649.57","36.22","13.69","Pyrus pseudopashia","7","55.43","21.27","8.04"
"573","Rosa weisiensis","3","141","6.08","3.51","Rosa weisiensis","3","112.67","2.31","1.33","Rosa weisiensis","3","48","1","0.58","Rosa weisiensis","3","4458.67","158.24","91.36","Rosa weisiensis","3","237","6.08","3.51","Rosa weisiensis","3","4","6.93","4","Rosa weisiensis","3","233","1","0.58","Rosa weisiensis","3","192.33","3.79","2.19","Rosa weisiensis","3","82.33","2.89","1.67","Rosa weisiensis","3","192.33","3.79","2.19","Rosa weisiensis","3","79.33","8.08","4.66","Rosa weisiensis","3","1042","80.62","46.55","Rosa weisiensis","3","222.33","17.39","10.04","Rosa weisiensis","3","7.67","1.53","0.88","Rosa weisiensis","3","89.33","4.73","2.73","Rosa weisiensis","3","611.33","30.09","17.37","Rosa weisiensis","3","34.67","6.66","3.85","Rosa weisiensis","3","611.33","30.09","17.37","Rosa weisiensis","3","36.67","10.02","5.79"
"574","Photinia prionophylla","7","118.14","42.84","16.19","Photinia prionophylla","7","119.14","12.52","4.73","Photinia prionophylla","7","47.71","1.6","0.6","Photinia prionophylla","7","4701.14","645.36","243.92","Photinia prionophylla","7","221","31.54","11.92","Photinia prionophylla","7","-27.14","61.95","23.41","Photinia prionophylla","7","248.14","32.74","12.37","Photinia prionophylla","7","172.57","34.67","13.1","Photinia prionophylla","7","53.57","50.78","19.19","Photinia prionophylla","7","172.57","34.67","13.1","Photinia prionophylla","7","53.57","50.78","19.19","Photinia prionophylla","7","926.29","136.6","51.63","Photinia prionophylla","7","213","17.11","6.47","Photinia prionophylla","7","6.43","4.43","1.67","Photinia prionophylla","7","96.29","10.86","4.1","Photinia prionophylla","7","563","61.48","23.24","Photinia prionophylla","7","27.14","16.79","6.35","Photinia prionophylla","7","563","61.48","23.24","Photinia prionophylla","7","27.14","16.79","6.35"
"575","Stranvaesia oblanceolata","3","209.67","16.07","9.28","Stranvaesia oblanceolata","3","124.33","4.51","2.6","Stranvaesia oblanceolata","3","52.67","0.58","0.33","Stranvaesia oblanceolata","3","3319","132.38","76.43","Stranvaesia oblanceolata","3","309.67","16.26","9.39","Stranvaesia oblanceolata","3","75.67","23.76","13.72","Stranvaesia oblanceolata","3","234","9.54","5.51","Stranvaesia oblanceolata","3","241.67","15.53","8.97","Stranvaesia oblanceolata","3","173.67","17.62","10.17","Stranvaesia oblanceolata","3","242.33","15.7","9.06","Stranvaesia oblanceolata","3","160.67","16.77","9.68","Stranvaesia oblanceolata","3","1443.33","162.56","93.85","Stranvaesia oblanceolata","3","294.67","50.34","29.06","Stranvaesia oblanceolata","3","14.33","1.15","0.66","Stranvaesia oblanceolata","3","81.67","5.13","2.96","Stranvaesia oblanceolata","3","791","122.75","70.87","Stranvaesia oblanceolata","3","51.67","4.51","2.6","Stranvaesia oblanceolata","3","662.67","98.08","56.63","Stranvaesia oblanceolata","3","58.67","2.52","1.45"
"576","Rubus pectinarioides","3","124.67","56.62","32.69","Rubus pectinarioides","3","107.67","6.03","3.48","Rubus pectinarioides","3","43.67","1.15","0.66","Rubus pectinarioides","3","4976.67","229.53","132.52","Rubus pectinarioides","3","230","62","35.8","Rubus pectinarioides","3","-14.67","47.96","27.69","Rubus pectinarioides","3","244.67","15.95","9.21","Rubus pectinarioides","3","183.33","57.05","32.94","Rubus pectinarioides","3","67.33","51.33","29.64","Rubus pectinarioides","3","183.33","57.05","32.94","Rubus pectinarioides","3","57.33","52.32","30.21","Rubus pectinarioides","3","1459.33","620.21","358.08","Rubus pectinarioides","3","315.33","137.71","79.51","Rubus pectinarioides","3","9","1","0.58","Rubus pectinarioides","3","86","7","4.04","Rubus pectinarioides","3","853","404.24","233.39","Rubus pectinarioides","3","40.67","2.08","1.2","Rubus pectinarioides","3","853","404.24","233.39","Rubus pectinarioides","3","52","9.17","5.29"
"577","Eriobotrya malipoensis","4","189.5","33.93","16.96","Eriobotrya malipoensis","4","87.5","8.54","4.27","Eriobotrya malipoensis","4","40.75","1.71","0.86","Eriobotrya malipoensis","4","4571.5","391.98","195.99","Eriobotrya malipoensis","4","282.5","29.65","14.82","Eriobotrya malipoensis","4","70.5","44.14","22.07","Eriobotrya malipoensis","4","212","20.41","10.2","Eriobotrya malipoensis","4","238.75","28.79","14.39","Eriobotrya malipoensis","4","123.5","38.54","19.27","Eriobotrya malipoensis","4","239.5","30.23","15.12","Eriobotrya malipoensis","4","123.5","38.54","19.27","Eriobotrya malipoensis","4","1353.75","270.6","135.3","Eriobotrya malipoensis","4","272.75","55.07","27.54","Eriobotrya malipoensis","4","14","2.94","1.47","Eriobotrya malipoensis","4","79.75","5.32","2.66","Eriobotrya malipoensis","4","727.25","122.47","61.24","Eriobotrya malipoensis","4","56.75","16.19","8.1","Eriobotrya malipoensis","4","726.75","121.73","60.87","Eriobotrya malipoensis","4","56.75","16.19","8.1"
"578","Rosa persetosa","10","120.2","40.7","12.87","Rosa persetosa","10","103.8","23.96","7.58","Rosa persetosa","10","36.7","6.48","2.05","Rosa persetosa","10","6007.6","565.65","178.87","Rosa persetosa","10","249","37.83","11.96","Rosa persetosa","10","-28.4","55.45","17.53","Rosa persetosa","10","277.4","26.5","8.38","Rosa persetosa","10","188.6","43.12","13.64","Rosa persetosa","10","37.3","40.4","12.78","Rosa persetosa","10","192.7","42.84","13.55","Rosa persetosa","10","37.3","40.4","12.78","Rosa persetosa","10","1002.3","235.26","74.4","Rosa persetosa","10","216.1","79.79","25.23","Rosa persetosa","10","6.3","3.27","1.03","Rosa persetosa","10","86.7","8.45","2.67","Rosa persetosa","10","564.4","185.54","58.67","Rosa persetosa","10","25.6","10.82","3.42","Rosa persetosa","10","550.1","166.16","52.54","Rosa persetosa","10","25.6","10.82","3.42"
"579","Rubus alexeterius","6","114.33","49.25","20.11","Rubus alexeterius","6","119.5","17.94","7.32","Rubus alexeterius","6","46.17","2.04","0.83","Rubus alexeterius","6","4972.5","798.27","325.89","Rubus alexeterius","6","223.33","29.11","11.88","Rubus alexeterius","6","-33.67","68.4","27.92","Rubus alexeterius","6","257","40.77","16.64","Rubus alexeterius","6","171.5","39.41","16.09","Rubus alexeterius","6","49.5","52.1","21.27","Rubus alexeterius","6","172.5","37.16","15.17","Rubus alexeterius","6","46.17","56.98","23.26","Rubus alexeterius","6","875.5","234.65","95.8","Rubus alexeterius","6","198.83","39.66","16.19","Rubus alexeterius","6","6.5","5.54","2.26","Rubus alexeterius","6","97.5","14.9","6.08","Rubus alexeterius","6","534.5","123.82","50.55","Rubus alexeterius","6","24.33","17.03","6.95","Rubus alexeterius","6","534.33","124.2","50.7","Rubus alexeterius","6","25.33","16.21","6.62"
"580","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rosa zhongdianensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"581","Rubus faberi","9","186.56","25.87","8.62","Rubus faberi","9","87.11","8.13","2.71","Rubus faberi","9","36.11","5.86","1.95","Rubus faberi","9","5544.78","838.37","279.46","Rubus faberi","9","298.22","21.36","7.12","Rubus faberi","9","56.67","31.11","10.37","Rubus faberi","9","241.56","21.07","7.02","Rubus faberi","9","248.78","22.9","7.63","Rubus faberi","9","111.89","37.6","12.53","Rubus faberi","9","250.44","22.34","7.45","Rubus faberi","9","108.56","32.45","10.82","Rubus faberi","9","1321.67","187.36","62.45","Rubus faberi","9","274.22","62.16","20.72","Rubus faberi","9","16","8.29","2.76","Rubus faberi","9","83.22","9.67","3.22","Rubus faberi","9","741.89","126.28","42.09","Rubus faberi","9","61.33","27.35","9.12","Rubus faberi","9","730.22","116.9","38.97","Rubus faberi","9","63.11","31.55","10.52"
"582","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Argentina phanerophlebia","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"583","Potentilla stipularis","56","-116.18","22.75","3.04","Potentilla stipularis","56","95.68","12.57","1.68","Potentilla stipularis","56","17.16","1.83","0.24","Potentilla stipularis","56","16360.41","2783.6","371.97","Potentilla stipularis","56","175.29","40.07","5.35","Potentilla stipularis","56","-369.45","51","6.82","Potentilla stipularis","56","544.73","80.58","10.77","Potentilla stipularis","56","88.34","36.39","4.86","Potentilla stipularis","56","-233.34","72.11","9.64","Potentilla stipularis","56","96.11","33.9","4.53","Potentilla stipularis","56","-314.68","50.59","6.76","Potentilla stipularis","56","299.14","87.97","11.76","Potentilla stipularis","56","48.7","12.23","1.63","Potentilla stipularis","56","10.91","5.17","0.69","Potentilla stipularis","56","50.09","10.22","1.37","Potentilla stipularis","56","128.82","33.13","4.43","Potentilla stipularis","56","36.89","15.86","2.12","Potentilla stipularis","56","124.16","29.83","3.99","Potentilla stipularis","56","49.62","20.09","2.68"
"584","Potentilla multifida","59","-45.64","21.12","2.75","Potentilla multifida","59","107.95","16.7","2.17","Potentilla multifida","59","22.05","3.68","0.48","Potentilla multifida","59","13278.59","1617.33","210.56","Potentilla multifida","59","193.27","23.79","3.1","Potentilla multifida","59","-287.14","36.86","4.8","Potentilla multifida","59","480.41","46.94","6.11","Potentilla multifida","59","115.37","21.05","2.74","Potentilla multifida","59","-138.98","65.01","8.46","Potentilla multifida","59","118","20.05","2.61","Potentilla multifida","59","-218.47","35.28","4.59","Potentilla multifida","59","377.08","94.72","12.33","Potentilla multifida","59","62.83","12.9","1.68","Potentilla multifida","59","13.03","4.97","0.65","Potentilla multifida","59","51.85","12.12","1.58","Potentilla multifida","59","165.41","34.07","4.44","Potentilla multifida","59","44.8","15.61","2.03","Potentilla multifida","59","160.58","33.34","4.34","Potentilla multifida","59","56.68","19.3","2.51"
"585","Cliffortia stricta","56","156.43","10.38","1.39","Cliffortia stricta","56","104.82","18.2","2.43","Cliffortia stricta","56","55.32","2.25","0.3","Cliffortia stricta","56","2845.41","368.93","49.3","Cliffortia stricta","56","250.11","14.47","1.93","Cliffortia stricta","56","62.89","18.81","2.51","Cliffortia stricta","56","187.21","28.07","3.75","Cliffortia stricta","56","140.7","18.94","2.53","Cliffortia stricta","56","169.43","37.1","4.96","Cliffortia stricta","56","192.16","10.29","1.38","Cliffortia stricta","56","119.98","12.47","1.67","Cliffortia stricta","56","704.21","208.94","27.92","Cliffortia stricta","56","87.57","34.63","4.63","Cliffortia stricta","56","35.55","15.66","2.09","Cliffortia stricta","56","28.86","18.9","2.53","Cliffortia stricta","56","243.61","99.51","13.3","Cliffortia stricta","56","117.02","50.44","6.74","Cliffortia stricta","56","131.41","62.63","8.37","Cliffortia stricta","56","224.98","105.6","14.11"
